Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Product ID,Category,Sub_Category,Product,Quantity,Sales,Discount,Profit
5120,CA-2019-127173,26-09-19,03-10-19,Standard Class,GM-14500,Gene McClure,Consumer,Malaysia,Melaka,OFF-BI-10000088,Living Room,Sharp,Ceiling Fan,9,79.056,0.2,28.6578
5121,CA-2018-149538,04-04-18,08-04-18,Standard Class,KB-16585,Ken Black,Corporate,Malaysia,Perak,OFF-ST-10004180,Living Room,Toshiba,TV_50(INCHES),5,232.55,0,9.302
5122,CA-2018-149538,04-04-18,08-04-18,Standard Class,KB-16585,Ken Black,Corporate,Malaysia,Perak,TEC-AC-10002926,Bathroom ,Hitachi,Water Heater,2,99.98,0,42.9914
5123,CA-2018-149538,04-04-18,08-04-18,Standard Class,KB-16585,Ken Black,Corporate,Malaysia,Perak,OFF-PA-10003797,Living Room,LG,Ceiling Fan,3,19.44,0,9.3312
5124,CA-2018-149538,04-04-18,08-04-18,Standard Class,KB-16585,Ken Black,Corporate,Malaysia,Perak,OFF-PA-10002195,Living Room,LG,Vacuum Cleaner,2,12.96,0,6.3504
5125,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,FUR-TA-10001039,Kitchen ,Meck,Water Dispenser,9,464.292,0.4,-108.3348
5126,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,OFF-EN-10001099,Living Room,Sharp ,TV_75(INCHES),7,68.46,0,31.4916
5127,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,TEC-MA-10003979,Bathroom ,Toshiba,Water Heater,4,2799.96,0,1371.9804
5128,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,OFF-AP-10002945,Living Room,Samsung,Vacuum Cleaner,2,601.3,0,198.429
5129,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,TEC-PH-10001536,Bathroom ,Toshiba,Water Heater,1,16.99,0,4.4174
5130,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,TEC-PH-10000526,Bathroom ,Toshiba,Water Heater,3,287.97,0,80.6316
5131,CA-2018-160766,14-09-18,14-09-18,Same Day,DM-13015,Darrin MLGin,Consumer,Malaysia,Melaka,OFF-PA-10000213,Living Room,LG,Ceiling Fan,9,44.82,0,21.0654
5132,CA-2017-146626,29-12-17,05-01-18,Standard Class,BP-11185,Ben Peterman,Corporate,Malaysia,Selangor,FUR-FU-10002501,Kitchen ,Samsung,Sandwich Maker,8,101.12,0,37.4144
5133,CA-2019-123330,21-06-19,27-06-19,Standard Class,EP-13915,ESamsungly Phan,Consumer,Malaysia,Selangor,TEC-PH-10001819,Bathroom ,Toshiba,Water Heater,3,107.976,0.2,37.7916
5134,CA-2017-155607,26-11-17,30-11-17,Standard Class,FG-14260,Frank Gastineau,Home Office,Malaysia,Melaka,OFF-AP-10001962,Living Room,Samsung,TV_75(INCHES),7,58.73,0,14.6825
5135,CA-2017-155607,26-11-17,30-11-17,Standard Class,FG-14260,Frank Gastineau,Home Office,Malaysia,Melaka,OFF-BI-10003364,Living Room,Sharp,Wall Fan,4,93.344,0.2,32.6704
5136,CA-2016-151323,23-10-16,28-10-16,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Malaysia,Selangor,OFF-FA-10002983,Living Room,Sharp,TV_50(INCHES),5,17.05,0,8.184
5137,CA-2019-146696,14-12-19,19-12-19,Standard Class,RD-19480,Rick Duston,Consumer,Malaysia,Selangor,OFF-BI-10002432,Living Room,Sharp,Vacuum Cleaner,2,8.096,0.2,2.7324
5138,CA-2016-128972,13-11-16,17-11-16,Standard Class,TS-21430,Tom Stivers,Corporate,Malaysia,Negeri Sembilan,FUR-FU-10003096,Kitchen ,Samsung,Refrigerator,4,30.36,0,13.0548
5139,CA-2017-128335,29-09-17,05-10-17,Standard Class,JA-15970,Joseph Airdo,Consumer,Malaysia,Melaka,OFF-EN-10001539,Living Room,Sharp ,Ceiling Fan,3,23.34,0,10.9698
5140,CA-2017-128335,29-09-17,05-10-17,Standard Class,JA-15970,Joseph Airdo,Consumer,Malaysia,Melaka,OFF-PA-10004996,Living Room,LG,TV_50(INCHES),5,51.55,0,24.2285
5141,CA-2019-154886,08-11-19,12-11-19,Standard Class,SW-20455,Shaun Weien,Consumer,Malaysia,Selangor,TEC-AC-10001956,Bathroom ,Hitachi,Water Heater,2,119.9,0,43.164
5142,CA-2016-111213,01-04-16,05-04-16,Standard Class,FP-14320,Frank Preis,Consumer,Malaysia,Melaka,FUR-CH-10000454,Kitchen ,Panasonic,Blender,6,1317.492,0.1,292.776
5143,CA-2016-111213,01-04-16,05-04-16,Standard Class,FP-14320,Frank Preis,Consumer,Malaysia,Melaka,OFF-SU-10000946,Living Room,Samsung,TV_60(INCHES),8,63.84,0,18.5136
5144,CA-2016-111213,01-04-16,05-04-16,Standard Class,FP-14320,Frank Preis,Consumer,Malaysia,Melaka,OFF-BI-10004140,Living Room,Sharp,Air Conditioner,1,3.592,0.2,1.1225
5145,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,Consumer,Malaysia,Selangor,FUR-FU-10003039,Kitchen ,Samsung,Stove,2,86.26,0,29.3284
5146,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,Consumer,Malaysia,Selangor,OFF-ST-10000464,Living Room,Toshiba,Wall Fan,4,139.04,0,38.9312
5147,CA-2017-161333,02-02-17,07-02-17,Standard Class,JL-15835,John Lee,Consumer,Malaysia,Selangor,OFF-AP-10000252,Living Room,Samsung,Wall Fan,4,46.8,0,16.38
5148,CA-2017-128734,24-12-17,31-12-17,Standard Class,JL-15175,James Lanier,Home Office,Malaysia,Selangor,FUR-FU-10001731,Kitchen ,Samsung,Refrigerator,4,8.544,0.2,1.9224
5149,CA-2017-128734,24-12-17,31-12-17,Standard Class,JL-15175,James Lanier,Home Office,Malaysia,Selangor,FUR-CH-10001394,Kitchen ,Panasonic,Stove,3,842.376,0.2,105.297
5150,CA-2018-141796,21-06-18,21-06-18,Same Day,JG-15160,James Galang,Consumer,Malaysia,Melaka,TEC-PH-10001578,Bathroom ,Toshiba,Water Heater,3,1214.85,0,352.3065
5151,CA-2017-125101,06-03-17,10-03-17,Second Class,SH-19975,Sally Hughsby,Corporate,Malaysia,Selangor,OFF-ST-10000675,Living Room,Toshiba,Vacuum Cleaner,2,67.78,0,16.945
5152,CA-2017-169929,25-09-17,28-09-17,First Class,LS-17200,Luke SchSamsungdt,Corporate,Malaysia,Kedah,OFF-ST-10002352,Living Room,Toshiba,TV_50(INCHES),5,39.9,0,10.374
5153,US-2018-121566,30-06-18,06-07-18,Standard Class,CS-11860,Cari Schnelling,Consumer,Malaysia,Melaka,OFF-BI-10004528,Living Room,Sharp,Air Conditioner,1,2.688,0.2,0.84
5154,US-2018-121566,30-06-18,06-07-18,Standard Class,CS-11860,Cari Schnelling,Consumer,Malaysia,Melaka,OFF-AR-10001026,Living Room,LG,Ceiling Fan,3,6.6,0,2.904
5155,US-2019-124219,07-08-19,08-08-19,First Class,KW-16570,Kelly Williams,Consumer,Malaysia,Negeri Sembilan,OFF-BI-10002215,Living Room,Sharp,Wall Fan,4,28.4,0,13.064
5156,US-2019-124219,07-08-19,08-08-19,First Class,KW-16570,Kelly Williams,Consumer,Malaysia,Negeri Sembilan,FUR-FU-10000305,Kitchen ,Samsung,Stove,3,212.94,0,34.0704
5157,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Home Office,Malaysia,Selangor,TEC-PH-10002584,Bathroom ,Toshiba,Water Heater,2,1001.584,0.2,125.198
5158,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Home Office,Malaysia,Selangor,FUR-CH-10000229,Kitchen ,Panasonic,Stove,3,569.058,0.3,-178.8468
5159,CA-2017-163006,30-06-17,04-07-17,Second Class,GH-14410,Gary Hansen,Home Office,Malaysia,Selangor,FUR-FU-10003799,Kitchen ,Samsung,Stove,2,14.224,0.6,-10.3124
5160,CA-2019-156146,26-10-19,30-10-19,Second Class,AG-10495,Andrew Gjertsen,Corporate,Malaysia,Selangor,TEC-PH-10001700,Bathroom ,Toshiba,Water Heater,2,105.584,0.2,9.2386
5161,CA-2019-156146,26-10-19,30-10-19,Second Class,AG-10495,Andrew Gjertsen,Corporate,Malaysia,Selangor,TEC-PH-10001527,Bathroom ,Toshiba,Water Heater,2,68.72,0.2,-14.603
5162,CA-2018-111192,30-07-18,05-08-18,Standard Class,TS-21430,Tom Stivers,Corporate,Malaysia,Selangor,FUR-BO-10002916,Kitchen ,LG,Sandwich Maker,8,1367.84,0,259.8896
5163,CA-2016-115378,18-11-16,23-11-16,Second Class,AJ-10945,Ashley Jarboe,Consumer,Malaysia,Selangor,FUR-CH-10000863,Kitchen ,Panasonic,Stove,2,301.96,0,33.2156
5164,CA-2019-161627,06-07-19,11-07-19,Standard Class,SJ-20215,Sarah Jordon,Consumer,Malaysia,Selangor,FUR-CH-10003968,Kitchen ,Panasonic,Stove,3,170.352,0.2,-17.0352
5165,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,OFF-AR-10001149,Living Room,LG,Vacuum Cleaner,2,3.9,0,1.521
5166,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,OFF-PA-10000130,Living Room,LG,Ceiling Fan,3,12.84,0,5.778
5167,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,OFF-PA-10002479,Living Room,LG,Ceiling Fan,3,15.84,0,7.128
5168,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,FUR-CH-10004997,Kitchen ,Panasonic,Stove,3,563.94,0,112.788
5169,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,OFF-ST-10004950,Living Room,Toshiba,Ceiling Fan,3,62.94,0,11.9586
5170,CA-2018-121006,10-11-18,16-11-18,Standard Class,SC-20020,Sam Craven,Consumer,Malaysia,Selangor,OFF-ST-10001490,Living Room,Toshiba,Ceiling Fan,3,535.41,0,160.623
5171,CA-2016-122903,27-05-16,29-05-16,Second Class,LA-16780,Laura Armstrong,Corporate,Malaysia,Selangor,FUR-CH-10002024,Kitchen ,Panasonic,Chimney Wood,5,3504.9,0,700.98
5172,CA-2016-122903,27-05-16,29-05-16,Second Class,LA-16780,Laura Armstrong,Corporate,Malaysia,Selangor,OFF-PA-10001790,Living Room,LG,Ceiling Fan,3,144.12,0,69.1776
5173,CA-2016-122903,27-05-16,29-05-16,Second Class,LA-16780,Laura Armstrong,Corporate,Malaysia,Selangor,OFF-PA-10000994,Living Room,LG,Ceiling Fan,3,314.55,0,150.984
5174,CA-2019-107741,08-03-19,10-03-19,First Class,FC-14335,Fred Chung,Corporate,Malaysia,Selangor,OFF-AR-10002399,Living Room,LG,Air Conditioner,1,3.408,0.2,0.8946
5175,CA-2017-106432,19-10-17,24-10-17,Standard Class,CA-12265,Christina Anderson,Consumer,Malaysia,Selangor,OFF-BI-10002799,Living Room,Sharp,Vacuum Cleaner,2,2.072,0.8,-3.5224
5176,CA-2017-106432,19-10-17,24-10-17,Standard Class,CA-12265,Christina Anderson,Consumer,Malaysia,Selangor,FUR-BO-10004360,Kitchen ,LG,Stove,3,328.3992,0.32,-91.7586
5177,CA-2016-148908,05-11-16,08-11-16,First Class,JH-15985,Joseph Holt,Consumer,Malaysia,Selangor,OFF-BI-10002082,Living Room,Sharp,Vacuum Cleaner,2,53.248,0.2,19.968
5178,CA-2016-123015,26-12-16,30-12-16,Standard Class,AJ-10795,Anthony Johnson,Corporate,Malaysia,Melaka,OFF-BI-10004967,Living Room,Sharp,Ceiling Fan,3,4.992,0.2,1.6848
5179,US-2019-120502,13-04-19,19-04-19,Standard Class,BT-11395,Bill Tyler,Corporate,Malaysia,Selangor,FUR-FU-10004973,Kitchen ,Samsung,Stove,2,37.68,0,15.8256
5180,US-2019-120502,13-04-19,19-04-19,Standard Class,BT-11395,Bill Tyler,Corporate,Malaysia,Selangor,TEC-PH-10003645,Bathroom ,Toshiba,Water Heater,2,258.576,0.2,19.3932
5181,US-2019-120502,13-04-19,19-04-19,Standard Class,BT-11395,Bill Tyler,Corporate,Malaysia,Selangor,OFF-AP-10004980,Living Room,Samsung,Vacuum Cleaner,2,75.84,0,29.5776
5182,CA-2017-108749,12-09-17,15-09-17,First Class,DJ-13510,Don Jones,Corporate,Malaysia,Perak,OFF-PA-10003797,Living Room,LG,TV_75(INCHES),7,45.36,0,21.7728
5183,CA-2017-108749,12-09-17,15-09-17,First Class,DJ-13510,Don Jones,Corporate,Malaysia,Perak,OFF-BI-10003707,Living Room,Sharp,Ceiling Fan,3,45.78,0,22.89
5184,CA-2017-163335,24-09-17,27-09-17,First Class,AG-10675,Anna Gayman,Consumer,Malaysia,Selangor,OFF-ST-10000885,Living Room,Toshiba,Ceiling Fan,3,40.29,0,10.0725
5185,CA-2017-163335,24-09-17,27-09-17,First Class,AG-10675,Anna Gayman,Consumer,Malaysia,Selangor,OFF-BI-10002827,Living Room,Sharp,TV_75(INCHES),7,38.71,0,17.8066
5186,CA-2019-134719,10-10-19,15-10-19,Standard Class,JD-15790,John Dryer,Consumer,Malaysia,Selangor,OFF-ST-10004459,Living Room,Toshiba,Wall Fan,6,1801.632,0.2,-337.806
5187,US-2019-154389,27-11-19,03-12-19,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Malaysia,Selangor,TEC-PH-10002789,Bathroom ,Toshiba,Water Heater,8,748.752,0.4,-162.2296
5188,CA-2019-115567,13-09-19,18-09-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Malaysia,Selangor,TEC-AC-10001314,Bathroom ,Hitachi,Water Heater,4,199.96,0,15.9968
5189,CA-2019-115567,13-09-19,18-09-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Malaysia,Selangor,FUR-CH-10000015,Kitchen ,Panasonic,Microwave Oven,7,1516.2,0,394.212
5190,US-2017-136679,14-11-17,18-11-17,Standard Class,XP-21865,Xylona Preis,Consumer,Malaysia,Selangor,TEC-AC-10004855,Bathroom ,Hitachi,Water Heater,6,167.952,0.2,-27.2922
5191,US-2017-136679,14-11-17,18-11-17,Standard Class,XP-21865,Xylona Preis,Consumer,Malaysia,Selangor,OFF-AR-10003582,Living Room,LG,Vacuum Cleaner,2,45.04,0.2,4.504
5192,US-2017-141943,05-05-17,09-05-17,Standard Class,DK-12985,Darren Koutras,Consumer,Malaysia,Selangor,OFF-EN-10003448,Living Room,Sharp ,Vacuum Cleaner,2,23.16,0,11.58
5193,CA-2018-101560,28-11-18,01-12-18,Second Class,CS-12250,Chris Selesnick,Corporate,Malaysia,Perak,FUR-FU-10003773,Kitchen ,Samsung,Chimney Wood,5,397.6,0,43.736
5194,CA-2018-101560,28-11-18,01-12-18,Second Class,CS-12250,Chris Selesnick,Corporate,Malaysia,Perak,OFF-PA-10001363,Living Room,LG,TV_75(INCHES),7,85.96,0,40.4012
5195,CA-2018-101560,28-11-18,01-12-18,Second Class,CS-12250,Chris Selesnick,Corporate,Malaysia,Perak,OFF-AR-10004757,Living Room,LG,Wall Fan,4,13.12,0,4.3296
5196,CA-2018-101560,28-11-18,01-12-18,Second Class,CS-12250,Chris Selesnick,Corporate,Malaysia,Perak,OFF-BI-10000309,Living Room,Sharp,Ceiling Fan,3,45.66,0,22.3734
5197,CA-2018-159709,10-05-18,15-05-18,Standard Class,AI-10855,Arianne Irving,Consumer,Malaysia,Selangor,OFF-EN-10001434,Living Room,Sharp ,Ceiling Fan,3,158.13,0,77.4837
5198,CA-2018-159709,10-05-18,15-05-18,Standard Class,AI-10855,Arianne Irving,Consumer,Malaysia,Selangor,TEC-PH-10003988,Bathroom ,Toshiba,Water Heater,5,43.6,0.2,4.36
5199,CA-2016-103982,03-03-16,08-03-16,Standard Class,AA-10315,Alex Avila,Consumer,Malaysia,Selangor,OFF-SU-10000151,Living Room,Samsung,Ceiling Fan,3,3930.072,0.2,-786.0144
5200,CA-2016-103982,03-03-16,08-03-16,Standard Class,AA-10315,Alex Avila,Consumer,Malaysia,Selangor,OFF-FA-10001332,Living Room,Sharp,Air Conditioner,1,2.304,0.2,0.7776
5201,CA-2016-103982,03-03-16,08-03-16,Standard Class,AA-10315,Alex Avila,Consumer,Malaysia,Selangor,TEC-PH-10000895,Bathroom ,Toshiba,Water Heater,3,431.976,0.2,32.3982
5202,CA-2016-103982,03-03-16,08-03-16,Standard Class,AA-10315,Alex Avila,Consumer,Malaysia,Selangor,TEC-AC-10002857,Bathroom ,Hitachi,Water Heater,7,41.72,0.2,5.7365
5203,CA-2019-142454,15-08-19,19-08-19,Standard Class,RE-19450,Richard Eichhorn,Consumer,Malaysia,Selangor,FUR-FU-10004018,Kitchen ,Samsung,Microwave Oven,7,104.23,0,28.1421
5204,CA-2019-142454,15-08-19,19-08-19,Standard Class,RE-19450,Richard Eichhorn,Consumer,Malaysia,Selangor,OFF-ST-10003638,Living Room,Toshiba,Ceiling Fan,3,70.26,0,18.9702
5205,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-AR-10004685,Living Room,LG,Vacuum Cleaner,2,9.26,0,3.0558
5206,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-ST-10001713,Living Room,Toshiba,Vacuum Cleaner,2,105.98,0,4.2392
5207,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-FA-10000490,Living Room,Sharp,Air Conditioner,1,1.24,0,0.5828
5208,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-LA-10002043,Living Room,Panasonic,Vacuum Cleaner,2,20.7,0,9.936
5209,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-PA-10002464,Living Room,LG,TV_50(INCHES),5,28.9,0,14.161
5210,CA-2019-102019,12-09-19,18-09-19,Standard Class,TM-21010,Tamara Manning,Consumer,Malaysia,Melaka,OFF-EN-10002504,Living Room,Sharp ,Air Conditioner,1,27.18,0,12.7746
5211,CA-2019-156755,12-01-19,18-01-19,Standard Class,YS-21880,Yana Sorensen,Corporate,Malaysia,Selangor,OFF-ST-10002615,Living Room,Toshiba,Ceiling Fan,3,465.18,0,120.9468
5212,CA-2019-130876,12-05-19,16-05-19,Second Class,AZ-10750,Annie Zypern,Consumer,Malaysia,Melaka,OFF-ST-10004258,Living Room,Toshiba,Ceiling Fan,3,36.63,0,9.8901
5213,CA-2016-145898,26-09-16,26-09-16,Same Day,CM-12445,Chuck Magee,Consumer,Malaysia,Selangor,OFF-ST-10004507,Living Room,Toshiba,Ceiling Fan,3,51.45,0,13.8915
5214,CA-2016-145898,26-09-16,26-09-16,Same Day,CM-12445,Chuck Magee,Consumer,Malaysia,Selangor,OFF-LA-10000262,Living Room,Panasonic,Ceiling Fan,3,7.83,0,3.6018
5215,CA-2016-145898,26-09-16,26-09-16,Same Day,CM-12445,Chuck Magee,Consumer,Malaysia,Selangor,OFF-AR-10002445,Living Room,LG,TV_50(INCHES),5,35.4,0,13.452
5216,CA-2016-145898,26-09-16,26-09-16,Same Day,CM-12445,Chuck Magee,Consumer,Malaysia,Selangor,OFF-PA-10001667,Living Room,LG,TV_50(INCHES),5,29.9,0,13.455
5217,US-2017-159562,09-09-17,15-09-17,Standard Class,JB-16000,Joy Bell-,Consumer,Malaysia,Selangor,OFF-EN-10000461,Living Room,Sharp ,Vacuum Cleaner,2,17.48,0,8.2156
5218,CA-2017-134635,15-04-17,17-04-17,Second Class,NS-18640,Noel Staavos,Corporate,Malaysia,Selangor,OFF-PA-10002254,Living Room,LG,Ceiling Fan,3,79.14,0,36.4044
5219,CA-2017-167080,10-06-17,14-06-17,Standard Class,LC-16930,Linda CazaSamsungas,Corporate,Malaysia,Melaka,OFF-AR-10001868,Living Room,LG,TV_50(INCHES),5,8.4,0,4.2
5220,CA-2017-145653,01-09-17,01-09-17,Same Day,CA-12775,Cynthia Arntzen,Consumer,Malaysia,Selangor,FUR-CH-10004875,Kitchen ,Panasonic,Microwave Oven,7,498.26,0,134.5302
5221,CA-2018-140487,14-06-18,20-06-18,Standard Class,SR-20425,Sharelle Roach,Home Office,Malaysia,Selangor,FUR-BO-10000711,Kitchen ,LG,Stove,3,212.94,0,57.4938
5222,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Home Office,Malaysia,Negeri Sembilan,OFF-AP-10000938,Living Room,Samsung,TV_75(INCHES),7,706.86,0,197.9208
5223,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Home Office,Malaysia,Negeri Sembilan,TEC-PH-10003555,Bathroom ,Toshiba,Water Heater,5,114.95,0,2.299
5224,CA-2017-117401,18-05-17,22-05-17,Second Class,PP-18955,Paul Prost,Home Office,Malaysia,Negeri Sembilan,OFF-BI-10001267,Living Room,Sharp,TV_75(INCHES),7,43.19,0,20.7312
5225,US-2017-109582,12-09-17,17-09-17,Second Class,JM-15865,John Murray,Consumer,Malaysia,Selangor,OFF-PA-10004071,Living Room,LG,Ceiling Fan,3,166.44,0,79.8912
5226,CA-2016-119865,21-06-16,26-06-16,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Melaka,OFF-BI-10001553,Living Room,Sharp,TV_50(INCHES),5,36.56,0.2,12.796
5227,CA-2016-119865,21-06-16,26-06-16,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Melaka,OFF-BI-10003007,Living Room,Sharp,Wall Fan,6,186.144,0.2,60.4968
5228,CA-2016-119865,21-06-16,26-06-16,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Melaka,FUR-BO-10003272,Kitchen ,LG,Stove,2,353.568,0.2,-44.196
5229,US-2018-147648,26-11-18,01-12-18,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Malaysia,Selangor,OFF-PA-10001033,Living Room,LG,Vacuum Cleaner,2,81.98,0,40.1702
5230,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,Consumer,Malaysia,Selangor,OFF-BI-10001553,Living Room,Sharp,Vacuum Cleaner,2,14.624,0.2,5.1184
5231,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,Consumer,Malaysia,Selangor,FUR-TA-10001095,Kitchen ,Meck,Chimney Wood,5,697.16,0.2,8.7145
5232,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,Consumer,Malaysia,Selangor,FUR-FU-10001185,Kitchen ,Samsung,Refrigerator,1,30.93,0,12.6813
5233,CA-2017-124436,19-03-17,22-03-17,Second Class,SA-20830,Sue Ann Reed,Consumer,Malaysia,Selangor,OFF-BI-10000343,Living Room,Sharp,TV_75(INCHES),7,27.496,0.2,9.2799
5234,CA-2018-115084,18-10-18,22-10-18,Standard Class,LS-17200,Luke SchSamsungdt,Corporate,Malaysia,Negeri Sembilan,FUR-CH-10004626,Kitchen ,Panasonic,Blender,6,605.34,0,145.2816
5235,CA-2017-131037,22-08-17,23-08-17,First Class,TM-21490,Tony Molinari,Consumer,Malaysia,Selangor,FUR-TA-10001768,Kitchen ,Meck,Refrigerator,1,210.008,0.2,2.6251
5236,CA-2016-111143,19-11-16,22-11-16,First Class,TT-21265,Tim TasliSamsung,Corporate,Malaysia,Selangor,OFF-AP-10001947,Living Room,Samsung,Ceiling Fan,3,54.96,0,15.9384
5237,CA-2018-166744,20-09-18,24-09-18,Standard Class,DN-13690,Duane Noonan,Consumer,Malaysia,Selangor,FUR-FU-10004952,Kitchen ,Samsung,Stove,3,164.22,0,50.9082
5238,CA-2018-166744,20-09-18,24-09-18,Standard Class,DN-13690,Duane Noonan,Consumer,Malaysia,Selangor,FUR-BO-10001337,Kitchen ,LG,Stove,3,362.94,0,36.294
5239,CA-2018-166744,20-09-18,24-09-18,Standard Class,DN-13690,Duane Noonan,Consumer,Malaysia,Selangor,TEC-AC-10003628,Bathroom ,Hitachi,Water Heater,2,59.98,0,26.3912
5240,CA-2016-116561,11-09-16,17-09-16,Standard Class,EB-14110,Eugene Barchas,Consumer,Malaysia,Selangor,OFF-ST-10004186,Living Room,Toshiba,Ceiling Fan,3,332.94,0,6.6588
5241,CA-2016-116561,11-09-16,17-09-16,Standard Class,EB-14110,Eugene Barchas,Consumer,Malaysia,Selangor,OFF-BI-10001658,Living Room,Sharp,Vacuum Cleaner,2,39.872,0.2,12.9584
5242,CA-2016-110730,23-09-16,26-09-16,Second Class,CM-11815,Candace McMahon,Corporate,Malaysia,Selangor,OFF-SU-10004737,Living Room,Samsung,Vacuum Cleaner,2,13.68,0,3.6936
5243,CA-2017-146367,04-08-17,08-08-17,Standard Class,HM-14860,Harry Marie,Corporate,Malaysia,Selangor,OFF-BI-10002827,Living Room,Sharp,Ceiling Fan,3,3.318,0.8,-5.6406
5244,CA-2016-149454,25-07-16,26-07-16,First Class,KM-16375,Katherine Murray,Home Office,Malaysia,Selangor,OFF-BI-10003694,Living Room,Sharp,Air Conditioner,1,10.44,0,4.8024
5245,CA-2016-156265,02-08-16,04-08-16,Second Class,BF-11020,Barry Französisch,Corporate,Malaysia,Selangor,FUR-TA-10001691,Kitchen ,Meck,Stove,2,136.464,0.2,15.3522
5246,CA-2016-156265,02-08-16,04-08-16,Second Class,BF-11020,Barry Französisch,Corporate,Malaysia,Selangor,TEC-PH-10001918,Bathroom ,Toshiba,Water Heater,3,333.576,0.2,33.3576
5247,CA-2016-156265,02-08-16,04-08-16,Second Class,BF-11020,Barry Französisch,Corporate,Malaysia,Selangor,OFF-BI-10000285,Living Room,Sharp,Vacuum Cleaner,2,12.544,0.2,4.704
5248,US-2019-168914,21-05-19,27-05-19,Standard Class,JE-15745,Joel Eaton,Consumer,Malaysia,Selangor,OFF-AP-10000358,Living Room,Samsung,TV_60(INCHES),8,20.768,0.8,-52.9584
5249,US-2017-110989,03-11-17,05-11-17,Second Class,EJ-14155,Eva Jacobs,Consumer,Malaysia,Selangor,TEC-AC-10002345,Bathroom ,Hitachi,Water Heater,3,43.5,0,10.875
5250,CA-2019-106215,16-04-19,21-04-19,Standard Class,BN-11470,Brad Norvell,Corporate,Malaysia,Selangor,OFF-FA-10001229,Living Room,Sharp,Wall Fan,4,12.576,0.2,4.0872
5251,US-2016-169369,12-12-16,18-12-16,Standard Class,EC-14050,Erin Creighton,Consumer,Malaysia,Selangor,TEC-AC-10001314,Bathroom ,Hitachi,Water Heater,5,249.95,0,19.996
5252,US-2016-169369,12-12-16,18-12-16,Standard Class,EC-14050,Erin Creighton,Consumer,Malaysia,Selangor,OFF-PA-10004438,Living Room,LG,Wall Fan,4,49.12,0,23.0864
5253,CA-2019-132318,30-10-19,02-11-19,First Class,TT-21220,Thomas Thornton,Consumer,Malaysia,Selangor,OFF-AP-10000026,Living Room,Samsung,Ceiling Fan,3,182.91,0,53.0439
